企業コード,出荷指示№,出荷予定日,倉庫コード,出荷店コード,店舗名,BR,品番,  カラー,サイズ,数量,ＰＢ区分,上代単価,下代単価,理由名称,配分理由区分,オペレータＣＤ,データ作成日
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420185241,30,0,1,1,39000,39000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420185241,30,0,1,1,39000,39000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420185241,41,0,1,1,39000,39000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420185241,41,0,1,1,39000,39000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420185241,80,0,1,1,39000,39000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420185242,2,0,1,1,45000,45000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420185242,30,0,1,1,45000,45000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420185242,30,0,1,1,45000,45000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420185242,80,0,1,1,45000,45000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420185431,20,0,1,1,28000,28000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420185431,20,0,3,1,28000,28000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295031,0,0,1,1,11000,11000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295031,0,0,4,1,11000,11000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295031,20,0,1,1,11000,11000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295031,20,0,1,1,11000,11000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295031,46,0,1,1,11000,11000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295031,46,0,2,1,11000,11000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295031,80,0,1,1,11000,11000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295031,80,0,1,1,11000,11000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295031,81,0,1,1,11000,11000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295031,81,0,1,1,11000,11000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295032,0,0,1,1,17000,17000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295032,81,0,1,1,17000,17000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295041,0,0,1,1,10000,10000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295041,0,0,2,1,10000,10000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295041,10,0,1,1,10000,10000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295041,10,0,1,1,10000,10000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295041,46,0,1,1,10000,10000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295041,46,0,2,1,10000,10000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295041,64,0,1,1,10000,10000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295041,64,0,2,1,10000,10000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295041,80,0,1,1,10000,10000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295041,80,0,1,1,10000,10000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295041,81,0,1,1,10000,10000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295042,10,0,1,1,16000,16000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295042,24,0,1,1,16000,16000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295043,0,0,1,1,16000,16000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295043,10,0,1,1,16000,16000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1420295043,24,0,1,1,16000,16000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100121,0,0,1,1,34000,34000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100121,0,0,2,1,34000,34000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100121,2,0,1,1,34000,34000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100121,2,0,1,1,34000,34000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100121,10,0,1,1,34000,34000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100121,10,0,1,1,34000,34000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100121,80,0,1,1,34000,34000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100121,80,0,3,1,34000,34000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100122,0,0,1,1,38000,38000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100122,0,0,1,1,38000,38000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100122,2,0,1,1,38000,38000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100122,10,0,1,1,38000,38000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100122,10,0,1,1,38000,38000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100122,80,0,1,1,38000,38000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100122,80,0,1,1,38000,38000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100231,0,0,1,1,38000,38000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100231,0,0,1,1,38000,38000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100231,2,0,1,1,38000,38000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100231,2,0,1,1,38000,38000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100231,10,0,1,1,38000,38000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100231,10,0,3,1,38000,38000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10121,ＳＴＤＸ大丸神戸店　　　　　　　　　　　　　　　　　　　　　,1,1510100231,80,0,1,1,38000,38000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1310160021,20,0,1,1,23000,23000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1310160021,20,0,2,1,23000,23000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1320275013,20,0,1,1,18000,18000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1320275013,20,0,1,1,18000,18000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1320275013,41,0,1,1,18000,18000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1320275013,41,0,3,1,18000,18000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1320275131,70,0,1,1,3800,3800,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1320275131,70,0,2,1,3800,3800,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1320275132,0,0,1,1,3800,3800,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1320275132,70,0,1,1,3800,3800,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1320275132,70,0,2,1,3800,3800,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1320275132,84,0,1,1,3800,3800,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1320275132,84,0,2,1,3800,3800,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410180071,41,0,1,1,21000,21000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410180071,41,0,1,1,21000,21000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410180071,63,0,1,1,21000,21000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410180071,80,0,1,1,21000,21000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410180072,20,0,1,1,23000,23000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410180072,41,0,1,1,23000,23000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410180072,41,0,1,1,23000,23000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410180072,63,0,1,1,23000,23000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410180072,63,0,2,1,23000,23000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410180072,80,0,1,1,23000,23000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410180072,80,0,1,1,23000,23000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410180081,63,0,1,1,24000,24000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410180081,63,0,1,1,24000,24000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410180191,21,0,1,1,28000,28000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410180191,21,0,1,1,28000,28000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410180191,81,0,1,1,28000,28000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410180191,92,0,1,1,28000,28000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410180191,92,0,1,1,28000,28000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290041,41,0,1,1,8000,8000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290041,41,0,2,1,8000,8000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290041,60,0,1,1,8000,8000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290041,60,0,2,1,8000,8000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290041,70,0,1,1,8000,8000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290041,70,0,2,1,8000,8000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290041,84,0,1,1,8000,8000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290041,84,0,1,1,8000,8000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290042,41,0,1,1,17000,17000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290042,41,0,1,1,17000,17000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290042,60,0,1,1,17000,17000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290042,60,0,1,1,17000,17000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290042,70,0,1,1,17000,17000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290042,70,0,1,1,17000,17000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290042,84,0,1,1,17000,17000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290042,84,0,1,1,17000,17000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290091,60,0,1,1,4500,4500,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290091,60,0,1,1,4500,4500,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290091,81,0,1,1,4500,4500,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290091,81,0,1,1,4500,4500,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290101,1,0,1,1,5000,5000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290101,1,0,1,1,5000,5000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290102,41,0,1,1,5000,5000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1410290102,41,0,1,1,5000,5000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1420185131,31,0,1,1,21000,21000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1420185131,63,0,1,1,21000,21000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1420185131,63,0,2,1,21000,21000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1420185131,70,0,1,1,21000,21000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1420185131,70,0,2,1,21000,21000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1420185131,80,0,1,1,21000,21000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1420185131,80,0,1,1,21000,21000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1420185431,20,0,1,1,28000,28000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1420185431,20,0,3,1,28000,28000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1420185431,41,0,1,1,28000,28000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1420185431,85,0,1,1,28000,28000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1420295031,0,0,1,1,11000,11000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1420295031,0,0,2,1,11000,11000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1420295031,46,0,1,1,11000,11000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1420295031,46,0,2,1,11000,11000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1420295031,80,0,1,1,11000,11000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1420295031,80,0,2,1,11000,11000,５０％ＯＦＦ         ,2006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1420295031,81,0,1,1,11000,11000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1420295032,0,0,1,1,17000,17000,５０％ＯＦＦ         ,1006,SYSTEM,20150609
10,14290,20150704,39,10125,ＳＴＤＸ仙台パルコ店　　　　　　　　　　　　　　　　　　　　,1,1420295211,0,0,1,1,3500,3500,５０％ＯＦＦ         ,1006,SYSTEM,20150609
